year,hour,focal_depth,eq_primary,eq_mag_mw,eq_mag_ms,eq_mag_mb,eq_mag_ml,eq_mag_mfa,eq_mag_unk,intensity,country,state,location_name,latitude,longitude,total_deaths,total_damage_millions_dollars
1972,4,60,5.4,,5.4,5.1,,,6,,CHILE,,CHILE:  CENTRAL,-30.6,-71,,
1973,5,14,6.7,,6.7,5.8,,,,7,CHILE,,"CHILE:  VALPARAISO, LA LIGUA, SANTIAGO",-32.5,-71.5,,
1975,14,6,7.7,,7.7,6.5,,,7.8,,CHILE,,CHILE:  CENTRAL,-38.18,-73.23,,
1978,18,58,7,,,7,,,6.7,9,CHILE,,CHILE:  NORTHERN:  COPIAPO-TALTAI,-26.51,-70.54,,
1981,3,33,7.5,,7.5,6.2,,,,6,CHILE,,"CHILE:  OFF CENTRAL COAST, LAS CRUCES",-33.134,-73.074,1,
1985,1,38,7.5,,7.5,6.3,,,7,6,CHILE,,"CHILE:  NEAR CENTRAL COAST, SANTIAGO-VALPARAISO",-34.131,-71.618,2,
1995,0,20,6.7,6.7,6.4,6.3,,,,,CHILE,,CHILE:  NEAR CENTRAL COAST,-28.906,-71.417,,
1996,8,10,6.9,6.9,7,6.2,,,,,CHILE,,CHILE:  EASTER ISLAND REGION,-22.118,-113.436,,
2005,22,116,7.7,7.7,,6.8,,,,,CHILE,,CHILE:  TARAPACA,-19.987,-69.197,11,
2011,20,28,6.8,6.8,,6,,,,,CHILE,,CHILE:  OFF COAST CENTRAL,-36.474,-73.125,,
2014,2,22,7.7,7.7,,,,,,8,CHILE,,CHILE:  NORTHERN:  IQUIQUE,-20.571,-70.493,,
2014,2,17,7,7,,,,,,,CHILE,,CHILE: EASTER ISLAND REGION,-32.108,-110.811,,
2015,1,10,6.9,6.9,,,,,,7,CHILE,,CHILE:  LA SERENA,-29.439,-72.105,,
2017,21,28,6.9,6.9,,6.3,,,,9,CHILE,,CHILE:  VALPARAISO,-33.038,-72.062,,
2017,7,99,5.4,5.4,,,,,,,CHILE,,CHILE:  SANTIAGO,-33.201,-70.614,1,
2019,0,11,6.4,6.4,,,,,,,CHILE,,CHILE:  COQUIMBO,-30.056,-72.082,,
2019,16,129,6.1,6.1,,,,,,,CHILE,,CHILE:  SOUTH CENTRAL,-40.815,-72.002,1,
2019,15,11,6.8,6.8,,,,,,,CHILE,,CHILE:  CONCEPCION,-35.473,-73.162,1,
2020,21,10,6.7,6.7,,,,,,5,CHILE,,CHILE:  OFF COAST CENTRAL,-39.343,-74.99,,
-186,,,7,,7,,,,,,CHINA,,CHINA:  GANSU PROVINCE,33.8,105.6,760,
-70,,,7,,7,,,,,9,CHINA,,CHINA:  SHANDONG PROVINCE,36.3,119,6000,
180,,,7.5,,7.5,,,,,10,CHINA,,CHINA:  GANSU PROVINCE,39.4,99.5,,
294,,,5.5,,5.5,,,,,7,CHINA,,CHINA:  ANHUI PROVINCE:  SHOUXIAN,32.6,116.8,,
294,,,5.5,,5.5,,,,,7,CHINA,,CHINA:  BEIJING,40.3,116,101,
319,,,4.5,,4.5,,,,,,CHINA,,CHINA:  GANSU PROVINCE:  XIHE,34.1,105.3,,
1038,,,7.3,,7.3,,,,,10,CHINA,,"CHINA:  SHAANXI PROVINCE:  DINGXIANG, XINXIAN",38.4,112.9,,
1291,,,6.5,,6.5,,,,,8,CHINA,,CHINA:  SHAANXI PROVINCE,36.1,111.5,150,
1327,,,4.8,,4.8,,,,,6,CHINA,,CHINA:  SICHUAN PROVINCE,30.1,102.7,,
1351,,,5.5,,5.5,,,,,7,CHINA,,CHINA:  SHANXI PROVINCE:  YUSHE,37.3,113,,
1361,,,5,,5,,,,,6,CHINA,,CHINA:  JIANGXI PROVINCE:  YEN HI CHAN,28.8,115.3,,
1372,,,4.8,,4.8,,,,,6,CHINA,,CHINA:  JIANGSU PROVINCE:  NANJING,32,118.8,16,
1502,,,6.5,,6.5,,,,,8,CHINA,,CHINA:  HENAN PROVINCE:  PUCHENG,35.7,115.3,50,
1505,,,5,,5,,,,,6,CHINA,,"CHINA:  SHANXI PROVINCE:  ANYI, GUEHENG",35.2,110.9,,
1507,,,5.3,,5.3,,,,,6,CHINA,,"CHINA:  YUNNAN PROVINCE:  ANNING, YUXI",24.6,102.5,,
1511,,,5.8,,5.8,,,,,7,CHINA,,CHINA:  YUNNAN PROVINCE,26.6,100,,
1514,,,5.5,,5.5,,,,,7,CHINA,,CHINA:  YUNNAN PROVINCE,25.1,99.1,,
1520,,,5.5,,5.5,,,,,7,CHINA,,CHINA:  YUNNAN:  WEISHAN,25.3,100.3,,
1539,,,5.5,,5.5,,,,,7,CHINA,,CHINA:  YUNNAN PROVINCE:  JIANGSHUI,23.6,102.8,,
1551,,,5,,5,,,,,6,CHINA,,CHINA:  GUIZHOU PROVINCE:  QINGLONG,25.8,105.2,,
1577,,,6.5,,6.5,,,,,8,CHINA,,CHINA:  YUNNAN:  TENGCHONG,25,98.6,,
1588,,,6,,6,,,,,8,CHINA,,"CHINA:  YUNNAN PROVINCE:  TONGHAI, QUJIANG",24,102.8,,
1631,,,5,,5,,,,,6,CHINA,,CHINA:  NINGXIA,35.5,107.8,,
1642,,,6,,6,,,,,8,CHINA,,CHINA:  SHANXI PROVINCE,35.1,111.1,,
1664,,,5.5,,5.5,,,,,7,CHINA,,CHINA:  SHANXI PROVINCE,38.7,112.7,,
1670,,,6.8,,6.8,,,,,,CHINA,,CHINA:  SHANGHAI,33,122.5,,
1738,,,6.5,,6.5,,,,,8,CHINA,,CHINA:  QINGHAI PROVINCE,33.3,96.6,336,
1812,,,8,,8,,,,,,CHINA,,CHINA:  XINJIANG PROVINCE,43.7,83,,
1834,,,5.5,,5.5,,,,,7,CHINA,,CHINA:  QINGHAI PROVINCE,33,97,88,
1856,,,5.5,,5.5,,,,,7,CHINA,,CHINA:  HUBEI PROVINCE,29.7,108.8,300,
1863,,,5.5,,5.5,,,,,7,CHINA,,CHINA:  XINJIANG,43.8,87.6,9,
1868,,,5.5,,5.5,,,,,7,CHINA,,CHINA:  ANHUI PROVINCE,32.4,117.8,,
1917,3,460,7.5,,7.5,,,,,,CHINA,,CHINA:  JILIN PROVINCE,42.5,131,,
1947,8,,7.7,,7.7,,,,,,CHINA,,CHINA:  QINGHAI PROVINCE,33.3,99.5,,
1973,4,33,7.5,,7.5,6,,,,,CHINA,,CHINA:  TIBET (XIZANG PROVINCE),35.18,86.48,,
1988,13,10,6.4,,,6.4,,,,,CHINA,,CHINA:  YUNNAN PROVINCE,23.181,99.439,,
1997,10,33,7.5,7.5,7.9,6.2,,,,,CHINA,,CHINA:  TIBET (XIZANG PROVINCE),35.069,87.325,,
2005,15,48,4.7,,4.7,5,,,,,CHINA,,CHINA:  DAQING,46.827,125.058,1,
2006,1,56,4.9,4.9,4.6,5,,,,,CHINA,,CHINA:  YANJIN,27.995,104.138,22,
2008,18,25,4.5,,4.5,5.5,,,,,CHINA,,CHINA:  SICHUAN PROVINCE,32.518,105.395,2,
2009,21,25,4.9,4.9,,5,,,,,CHINA,,CHINA:  YUNNAN PROVINCE,25.962,100.825,,
2010,9,27,4.4,,,4.4,,,,,CHINA,,CHINA:  GUIZHOU PROVINCE,25.558,105.804,7,
2021,13,9,6.1,6.1,,,,,,8,CHINA,,"CHINA: YUNNAN PROVINCE: YANGBI, YONGPING",25.761,100.011,3,
1879,18,,5.9,,5.9,,,,,,EGYPT,,EGYPT:  GULF OF SUEZ,29,33,,
1974,19,33,6.2,,6.2,5.9,,,6.4,,GABON,,GABON,-0.28,12.92,,
1636,14,,5.7,,,,,,5.7,9,GHANA,NV,"GHANA:  FORT DUMA, AWOIN",5.1,-2.2,,
1872,23,,4.9,,,,,,4.9,7,GHANA,,GHANA:  ACCRA,5.5,-0.4,,
1953,19,,5.7,,,,,,5.7,,HAITI,,HAITI,18.4,-73.4,,
1833,,,7.5,,7.5,,,,,,INDIA,,INDIA:  LOHUGHAR,29.4,80.1,,
1846,,,7.5,,,,,,7.5,,INDIA,,INDIA,26,93,,
1947,13,60,7.9,,7.9,,,,,,INDIA,,INDIA-CHINA,28.5,94,,
1955,14,,7.3,,7.3,,,,,,INDIA,,INDIA:  LITTLE NICOBAR ISLAND,6.5,94,,
1961,8,141,7.6,,,,,,7.6,,INDIA,,INDIA,24.9,93.34,,
1963,1,25,5.3,,,,,,5.3,,INDIA,,INDIA:  KASHMIR:  SW,33.9,74.8,,
1966,2,53,5.6,,,,,,5.6,,INDIA,,INDIA:  N,28.7,78.9,,
2009,19,5,7.5,7.5,7.6,6.9,,,,,INDIA,,INDIA:  ANDAMAN I,14.099,92.888,,
2010,19,35,7.5,7.5,7.5,7,,,,6,INDIA,,INDIA:  LITTLE NICOBAR ISLAND,7.881,91.936,,
2011,0,10,3.5,,,,3.5,,,,INDIA,,INDIA:  SIKKIM,27.449,88.684,2,
2018,4,10,5.3,5.3,,,,,,,INDIA,,INDIA:  WEST BENGAL,26.374,90.165,1,
243,,,5.3,,,,,,5.3,,ITALY,,"ITALY:  VERONA,BENACO",45.3,11,,
778,,,5.6,,,,,,5.6,,ITALY,,ITALY:  TREVISO,45.4,12.2,,
894,,,5.3,,,,,,5.3,,ITALY,,ITALY:  VERONA,45.3,11,,
1001,,,6,,,,,,6,,ITALY,,ITALY:  VERONA,45.3,11,,
1233,,,5.6,,,,,,5.6,,ITALY,,ITALY:  VENEZIA (VENICE),45.3,12.2,,
1277,,,5.1,,,,,,5.1,,ITALY,,ITALY:  VERONA,45.3,11,,
1627,10,,6.7,,6.7,,,,,10,ITALY,,ITALY:  LESINA,41.733,15.35,5000,
1695,12,,6.2,,,,,,6.2,,ITALY,,"ITALY:  ASOLO,TREVISO",45.4,12.2,,
1703,,,3.2,,3.2,,,,,4,ITALY,,"ITALY:  GENOA, CARMAGNOLE",44.4,8.917,,
1727,,,5.2,,5.2,,,,,5,ITALY,,ITALY:  SCIACCA,37.5,13,,
1783,0,6,5.9,,5.9,,,,,8,ITALY,,ITALY:  MESSINA STRAITS,38.217,15.633,1500,
1784,,,4.1,,4.1,,,,,6,ITALY,,ITALY:  IONIAN CALABRIA,38.317,16.4,,
1784,,,4.1,,4.1,,,,,6,ITALY,,ITALY:  MESSINA STRAITS,38.167,15.633,,
1857,21,,6.5,,,,,,6.5,10,ITALY,,"ITALY:  CAMPANIA, POTENZA",40.3,16,,
1910,2,33,5.9,,,,,,5.9,10,ITALY,,ITALY:  CALITRI,40.9,15.4,,
1911,8,1,4.3,,,,,,4.3,10,ITALY,,ITALY:  ETNA,37.7,15.2,,
1917,9,33,5.5,,,,,,5.5,10,ITALY,,ITALY:  CITERNA,43.5,12.1,,
1919,15,33,6.2,,6.2,,,,,10,ITALY,,ITALY:  N,44,11.5,,
1919,6,10,5.6,,5.6,,,,,8,ITALY,,ITALY:  TYRRHENIAN SEA,41.4,12.6,,
1920,5,10,5.8,,5.8,,,,,10,ITALY,,"ITALY:  CARRARA,GARFAGNANA",44.3,10.3,1400,
1926,1,100,5.3,,5.3,,,,,7,ITALY,,ITALY:  SALINA ISLAND,38.567,14.833,,
1928,10,,6,,,,,,6,,ITALY,,"ITALY:  SICILY,CALABRIA",38.8,16,,
1930,0,7,6.5,,6.5,,,,,10,ITALY,,ITALY:  IRPINIA,41.1,15.4,,
1940,13,15,4.8,,4.8,,,,,8,ITALY,,ITALY,38.1,13.5,,
1962,18,34,6.1,,,,,,6.1,,ITALY,,ITALY:  S,41.4,15.5,,
1968,19,7,4.6,4.6,,4.1,,,,6,ITALY,,ITALY:  LIGURIA,44.08,8,,
1972,2,25,4.8,,,4.8,,,4.8,,ITALY,,"ITALY:  CENTRAL, ANCONA",43.8,13.3,,
1972,15,4,4.4,,,4.4,,,4.4,,ITALY,,ITALY:  ANCONA,43.8,13.3,,
1973,22,,3.5,,,,,,3.5,6,ITALY,,ITALY:  SICILY,37.66,15.167,,
1980,1,24,4.5,,,4.5,,,,8,ITALY,,ITALY:  S,40.459,15.855,,
1982,10,16,4.4,,,4.4,,,,7,ITALY,,ITALY:  PERUGIA,43.164,12.586,,
701,,,7,,7,,,,,,JAPAN,,JAPAN:  KYOTO PREFECTURE,35.7,135.4,,
704,,,7,,7,,,,,,JAPAN,,JAPAN:  KUMANONADA,33.8,136.7,,
745,,,6.5,,6.5,,,,,,JAPAN,,JAPAN: OSAKA BAY,34.6,135.3,,
766,,,6.5,,,,,,6.5,,JAPAN,,JAPAN:  N. KAGOSHIMA BAY,31.6,130.7,,
887,,,6.5,,6.5,,,,,,JAPAN,,JAPAN:  HONSHU:  NIIGATA,37.5,138.1,2000,
1088,,,7,,7,,,,,,JAPAN,,JAPAN:  SANRIKU,40.5,143,,
1096,,,8.4,,8.4,,,,,,JAPAN,,JAPAN:  ENSHUNADA,34,137.5,,
1257,,,7.5,,7.5,,,,,,JAPAN,,"SANRIKU, JAPAN",39,144,,
1331,,,7,,7,,,,,,JAPAN,,"SAGAMI, JAPAN",33.7,135.2,,
1341,,,7,,7,,,,,,JAPAN,,JAPAN:  JUSANKO,41,139.5,2600,
1360,,,7,,7,,,,,,JAPAN,,JAPAN:  KUMANONADA,33.4,136.2,,
1403,,,7,,7,,,,,,JAPAN,,JAPAN:  KUMANONADA,33.7,136.5,,
1408,,,7,,7,,,,,,JAPAN,,JAPAN:  KUMANONADA,33.8,136.9,,
1510,,,7,,7,,,,,,JAPAN,,JAPAN:  ENSHUNADA SEA,34.5,137.6,,
1597,,,6.4,,6.4,,,,,,JAPAN,,JAPAN:  BEPPU BAY,33.3,131.6,40,
1602,,,7.2,,7.2,,,,,,JAPAN,,JAPAN:  BOSO,35.1,140.5,,
1615,,,6.4,,,,,,6.4,,JAPAN,,JAPAN,35.7,139.7,,
1616,,,7.5,,7.5,,,,,,JAPAN,,JAPAN: SANRIKU,39,144.5,200,
1642,,,6.7,,6.7,,,,,,JAPAN,,"BOSO, JAPAN",35.2,140.6,,
1647,,,6.4,,,,,,6.4,,JAPAN,,JAPAN,36,140,,
1667,,,6.7,,6.7,,,,,,JAPAN,,"MIYAKOJIMA, JAPAN",25,125.5,,
1671,,,6.9,,6.9,,,,,,JAPAN,,JAPAN:  NANKAIDO,33.4,134.7,,
1678,,,7.4,,,,,,7.4,,JAPAN,,"JAPAN:  SANRIKU,RIKUCHU",38.6,142,,
1698,,,6.4,,6.4,,,,,,JAPAN,,SEIKAIDO-NANKAIDO,33.3,131.7,,
1715,,,6.6,,6.6,,,,,,JAPAN,,"SEIKAIDO, JAPAN",33.3,131.7,,
1717,,,7.6,,,,,,7.6,,JAPAN,,JAPAN:  HANAMAKI,39,142.7,,
1730,,,7.6,,7.6,,,,,,JAPAN,,JAPAN:  KASHIMA,36.2,142.2,,
1731,,,6.6,,6.6,,,,,,JAPAN,,KOORI,37.9,140.6,,
1732,,,6.5,,6.5,,,,,,JAPAN,,JAPAN:  KUJUKURI BEACH,35.2,140.8,,
1739,,,7.1,,,,,,7.1,,JAPAN,,"JAPAN:  N SANRIKU,MUTSU",40.7,142.3,,
1770,,,7.4,,,,,,7.4,,JAPAN,,JAPAN:  MORIOKA,38.6,142,,
1772,,,7.4,,,,,,7.4,,JAPAN,,"JAPAN:  SANRIKU,RIKUZEN,RIKUCHU",39.3,142.7,,
1808,,,6.5,,6.5,,,,,,JAPAN,,"E. AWA, TOKUSHIMA PREFECTURE",33.9,134.8,,
1812,,,6.6,,,,,,6.6,,JAPAN,,JAPAN,35.4,139.6,,
1828,,,6.4,,6.4,,,,,,JAPAN,,JAPAN:  AMAKUSA ISLANDS,32.6,129.9,,
1846,,,6.9,,6.9,,,,,,JAPAN,,"SANRIKU, JAPAN",39.5,142.5,,
1855,,,7,,7,,,,,,JAPAN,,JAPAN:  NANKAIDO,32.5,134.5,,
1863,,,6.4,,6.4,,,,,,JAPAN,,"NW. HOKKAIDO ISLAND, JAPAN",44.6,141.5,,
1881,,,7,,7,,,,,,JAPAN,,JAPAN:  HOKKAIDO ISLAND,43.3,147.3,,
1889,14,,6.3,,6.3,,,,,,JAPAN,,JAPAN:  KUMAMOTO,32.8,130.7,20,
1897,7,60,8.3,,,,,,8.3,,JAPAN,,JAPAN,40,140,,
1897,7,60,7.9,,,,,,7.9,,JAPAN,,JAPAN,39,143,,
1898,0,60,8.7,,,,,,8.7,,JAPAN,,JAPAN:  OFF EAST COAST HONSHU,38,143,,
1900,9,,7.8,,,,,,7.8,,JAPAN,,JAPAN:  SEA OF JAPAN,36.5,133.5,,
1901,20,33,6.3,,6.3,,,,,,JAPAN,,JAPAN:  OFF NORTHEAST COAST HONSHU,40.5,142.5,,
1904,13,40,7.6,,,,,,7.6,10,JAPAN,,JAPAN:  HOKKAIDO,42.5,145.8,,
1904,8,350,7.9,,,,,,7.9,,JAPAN,,JAPAN:  SEA OF JAPAN,40,134,,
1904,20,25,7.9,,,,,,7.9,,JAPAN,,JAPAN:  KYUSHU,30,130,,
1905,16,33,7,,7,,,,,,JAPAN,,JAPAN:  OFF FUKUSHIMA,37.4,142.6,57,
1905,2,230,7.5,,,,,,7.5,,JAPAN,,JAPAN:  HOKKAIDO,45,143,,
1906,13,340,8.4,,8.4,,,,,,JAPAN,,JAPAN:  NEAR S COAST HONSHU,34,138,,
1909,6,190,7.9,,,,,,7.9,,JAPAN,,JAPAN:  KYUSHU,32,131,,
1910,18,350,7.4,,7.4,,,,7.6,,JAPAN,,JAPAN:  HONSHU:  S. OF,33,138.5,,
1910,6,60,7.5,,,,,,7.5,,JAPAN,,JAPAN:  HOKKAIDO,42,145,,
1914,11,110,8.1,,8.1,7.9,,,,,JAPAN,,JAPAN:  VOLCANO ISLANDS,22,143,,
1915,18,60,7.7,,,,,,7.7,,JAPAN,,JAPAN:  SW RYUKYU ISLANDS,23.6,123.5,,
1916,7,33,8,,8,,,,,,JAPAN,,JAPAN:  DUDA,29.5,131.5,,
1916,11,60,7.8,,,,,,7.8,,JAPAN,,JAPAN:  OFF EAST COAST HONSHU,33,141,,
1919,0,60,7.6,,,,,,7.6,,JAPAN,,JAPAN:  OFF EAST COAST HONSHU,40.5,145.5,,
1923,2,20,7.7,,7.7,,,,,,JAPAN,,JAPAN:  NEAR S COAST HONSHU,34.9,140.2,,
1926,14,130,7.5,,,,,,7.5,,JAPAN,,JAPAN:  RYUKYU ISLANDS,27,127,,
1927,19,20,6.9,,6.9,,,,,,JAPAN,,"KASHIMA, JAPAN",34.2,142,,
1929,16,30,6.8,,,,,,6.8,,JAPAN,,JAPAN:  HIUGANADA,31.7,132.2,,
1931,3,60,7.7,,,,,,7.7,,JAPAN,,JAPAN:  NEAR E COAST HONSHU,40.5,142.5,,
1931,2,20,7,,,,,,7,,JAPAN,,JAPAN:  HONSHU,36.1,139.2,,
1931,10,60,7.5,,,,,,7.5,,JAPAN,,JAPAN:  KYUSHU,32,131.5,1,
1935,18,10,6.3,,,,,,6.3,,JAPAN,,JAPAN:  HONSHU,35,138,,
1938,10,30,7.6,,7.6,,,,,,JAPAN,,JAPAN:  NEAR E COAST HONSHU,37.2,141.7,,
1938,8,0,7.5,,7.5,,,,,,JAPAN,,JAPAN:  OFF EAST COAST HONSHU,37.5,142.2,,
1938,21,0,7.1,,7.1,,,,,,JAPAN,,JAPAN:  NEAR E COAST HONSHU,37,141.7,,
1938,22,60,6,,6,,,,,,JAPAN,,JAPAN:  SANRIKU,37,141.5,,
1954,20,30,6.5,,6.5,,,,,,JAPAN,,JAPAN:  HONSHU:  MIYAGI PREFECTURE,38.9,142.2,,
1956,16,50,6.5,,6.5,,,,,,JAPAN,,JAPAN:  IZU PENINSULA,33.8,138.8,,
1958,0,70,7.5,,7.5,,,,,,JAPAN,,JAPAN:  RYUKYU ISLANDS,25,125,,
1960,0,20,6.7,,6.7,,,,,,JAPAN,,JAPAN:  SANRIKU,39.4,143.7,,
1960,17,50,6.7,,6.7,,,,,,JAPAN,,JAPAN:  SANRIKU,40.3,142.5,,
1961,5,,7.3,,,,,,7.3,,JAPAN,,JAPAN:  HONSHU:  W COAST,36,136.7,,
1962,0,25,7.2,7.2,7.1,,,,,,JAPAN,,JAPAN:  SANRIKU,38.073,142.741,,
1962,12,60,5.7,,5.7,,,,,,JAPAN,,JAPAN:  OFF COAST OF HONSHU ISLAND,41.8,142.4,,
1964,20,,6.6,,6.6,,,,,,JAPAN,,JAPAN:  NW. HONSHU ISLAND,40.4,139,,
1968,10,33,7.5,,,,,,7.5,,JAPAN,,JAPAN:  OFF COAST OF HONSHU ISLAND,41.5,142.7,,
1968,13,44,7.2,,7.2,6,,,,,JAPAN,,JAPAN:  SANRIKU,39.4,143.1,,
1968,19,516,7.5,,7.5,6.8,,,,,JAPAN,,JAPAN:  BONIN ISLANDS,26.3,140.6,,
1969,7,204,7.6,,7.6,,,,,,JAPAN,,JAPAN:  HOKKAIDO,45,143.2,,
1972,9,56,7.2,,7.2,6.3,,,,10,JAPAN,,"JAPAN:  S OF HONSHU:  HACHIJOJIMA, TOKYO",33.3,140.8,,
1975,14,10,5.8,,5.8,5.2,,,,7,JAPAN,,JAPAN:  AROSAN,33,131.1,,
1975,17,7,6.1,,6.1,5.7,,,6.4,6,JAPAN,,"JAPAN:  OITA, AROSAN",33.19,131.3,,
1978,4,60,6.1,,,6.1,,,6.7,8,JAPAN,,"JAPAN:  OFUNATO, TOHOKU",38.78,141.95,,
1978,20,4,4.9,,4.9,5.2,,,5.7,4,JAPAN,,JAPAN:  S HONSHU:  HIROSHIMA,35.1,132.6,,
1979,6,10,6.4,,6.4,6,,,,,JAPAN,,"IWATE, JAPAN",40.232,143.703,,
1981,18,33,6.9,,6.9,6.4,,,,,JAPAN,,JAPAN:  E. HONSHU ISLAND,38.64,142.75,,
1982,14,37,6.8,,6.8,6.2,,,,,JAPAN,,"IBARAKI, JAPAN",36.194,141.702,,
1982,6,22,6.1,,6.1,5.9,,,,,JAPAN,,JAPAN:  S. OF HONSHU ISLAND,33.826,139.434,,
1983,12,26,5.9,5.9,5.6,6.3,,,,,JAPAN,,"NOSHIRO, JAPAN",40.249,138.948,,
1983,16,27,5.2,,5.2,5.2,,,,6,JAPAN,,"JAPAN:  TOTTORI, YONANGO",35.464,133.899,,
1984,2,41,5.5,,5.5,5.5,,,,,JAPAN,,"JAPAN:  TORI SHIMA, OKINAWA",31.448,140.036,,
1984,17,48,6.9,,6.9,6.6,,,,,JAPAN,,JAPAN:  HONSHU ISLAND,34.006,141.5,,
1987,13,48,6.3,,6.3,6.1,,,,,JAPAN,,JAPAN:  EAST COAST HONSHU,36.988,141.689,,
1987,12,23,5.1,,5.1,5.7,,,,,JAPAN,,JAPAN:  HONSHU ISLAND,37.447,137.865,,
1989,2,5,5,,5,5.1,,,,6,JAPAN,,"JAPAN:  HONSHU:  ITO, AJIRO",34.942,139.193,,
1989,5,10,6.6,,6.6,6,,,,,JAPAN,,JAPAN:  N. HONSHU ISLAND,39.571,143.333,,
1989,18,29,7.4,,7.4,6.4,,,,6,JAPAN,,"JAPAN:  HONSHU: N, AOMORI, MISAWA",39.837,142.76,,
1990,6,14,6.4,,6.4,6.1,,,,,JAPAN,,JAPAN:  NEAR S. COAST OF HONSHU,34.706,139.252,,
1990,21,10,6.5,,6.5,6,,,,,JAPAN,,"JAPAN:  W. OF BONIN ISLANDS, IZU IS.",33.267,138.643,,
1992,8,29,7,,7,6.2,,,,,JAPAN,,JAPAN:  HONSHU ISLAND,39.419,143.33,,
1992,15,16,6.3,,6.3,5.8,,,,,JAPAN,,JAPAN:  HONSHU:  S,32.536,141.641,,
1993,13,11,6.3,6.3,6.2,6.3,,,,,JAPAN,,"JAPAN:  HONSHU:  ISHIKAWA, TOYAMA, NIIGATA",37.634,137.245,,
1993,19,13,6.3,6.3,6.1,6.2,,,,,JAPAN,,JAPAN,41.985,139.839,,
1994,1,13,6.4,6.4,6.3,6,,,,,JAPAN,,JAPAN:  OFF EAST COAST OF HONSHU ISLAND,40.608,143.683,,
1995,3,11,5.4,5.4,4.9,5.8,,,,,JAPAN,,"JAPAN:  NIIGATA PREFECTURE, SADO",37.925,139.186,,
1995,2,20,6.8,6.8,6.9,6.3,,,,,JAPAN,,JAPAN:  RYUKU IS.,28.094,130.148,,
1996,18,33,5.7,5.7,5.1,5.4,,,,,JAPAN,,"HONSHU ISLAND, JAPAN",31.555,139.931,,
1996,10,10,6.6,6.6,6.6,6,,,,,JAPAN,,JAPAN:  KYUSHU ISLAND,30.568,131.093,,
1996,22,49,6.7,6.7,6.6,6,,,,,JAPAN,,JAPAN:  KYUSHU,31.789,131.314,,
1997,8,10,6.1,6.1,5.9,5.6,,,,6,JAPAN,,"JAPAN:  KYUSHU, KAGOSHIMA",31.92,130.429,,
1997,6,10,6.2,6.2,6.5,5.5,,,,,JAPAN,,JAPAN:  HONSHU:  S,31.959,141.878,,
1998,18,33,6.2,6.2,,,,,,,JAPAN,,"SANRIKU, JAPAN",39.027,143.441,,
2000,11,127,7.6,7.6,7.6,6.8,,,,,JAPAN,,JAPAN:  VOLCANO ISLANDS,22.338,143.73,,
2002,3,33,6.4,6.4,6.6,5.8,,,,,JAPAN,,JAPAN:  RYUKYU ISLANDS,23.346,124.09,,
2003,1,10,7,7,6.8,6.1,,,,,JAPAN,,JAPAN:  EAST COAST HONSHU,37.812,142.619,,
2004,14,35,6.8,6.8,6.5,6.5,,,,,JAPAN,,JAPAN:  HOKKAIDO:  KUSHIRO,42.9,145.228,,
2005,6,28,6.6,6.6,6.4,5.8,,,,,JAPAN,,JAPAN:  EAST COAST HONSHU,34.064,141.491,,
2005,21,11,7,7,6.8,6.7,,,,,JAPAN,,JAPAN:  EAST COAST HONSHU,38.107,144.896,,
2006,7,10,5.6,5.6,,,,,,,JAPAN,,JAPAN:  HONSHU:  S. OF,31.394,140.131,,
2006,20,140,6.3,6.3,,5.9,,,,,JAPAN,,JAPAN:  KYUSHU,33.129,131.141,,
2007,13,260,7.5,7.5,,6.7,,,,,JAPAN,,JAPAN:  VOLCANO ISLANDS,22.013,142.668,,
2008,2,22,6.9,6.9,7,6.2,,,,,JAPAN,,JAPAN:  OFF EAST COAST OF HONSHU ISLAND,37.552,142.214,,
2008,0,25,6.8,6.8,7,6.1,,,,,JAPAN,,JAPAN:  HOKKAIDO,41.892,143.754,,
2010,17,14,7.4,7.4,7.5,7,,,,,JAPAN,,JAPAN:  BONIN ISLANDS,26.901,143.698,,
2011,2,32,7.5,7.5,7.3,6.4,,,,,JAPAN,,JAPAN:  HONSHU:  E COAST,38.435,142.842,,
2011,6,43,7.9,7.9,,6.8,,,,,JAPAN,,JAPAN:  NEAR E COAST HONSHU,36.281,141.111,,
2011,6,19,7.6,7.6,,7.1,,,,,JAPAN,,JAPAN:  OFF EAST COAST HONSHU,38.058,144.59,,
2011,0,23,7,7,7,6.6,,,,,JAPAN,,JAPAN:  HONSHU:  E COAST,38.034,143.264,,
2012,9,12,6.9,6.9,6.9,6.7,,,,,JAPAN,,JAPAN:  HOKKAIDO,40.887,144.944,,
2012,8,31,7.2,7.2,7.3,7.2,,,,,JAPAN,,JAPAN:  HONSHU:  MIYAGI PREFECTURE,37.89,143.949,,
2013,17,10,7.1,7.1,,,,,,4,JAPAN,,JAPAN:  HONSHU:  E COAST,37.2,144.6,,
2014,19,20,6.5,6.5,,,,,,5,JAPAN,,JAPAN:  SANRIKU,37.005,142.453,,
2015,23,23,6.7,6.7,,,,,,4,JAPAN,,JAPAN:  HONSHU,39.856,142.881,,
2015,16,10,5.7,5.7,,,,,,,JAPAN,,JAPAN:  HONSHU:  S. OF,31.529,140.213,,
2015,11,664,7.8,7.8,,,,,,6,JAPAN,,JAPAN:  BONIN ISLANDS [CHICHIJIMA ISLAND],27.839,140.493,,
2015,20,12,6.7,6.7,,,,,,4,JAPAN,,JAPAN:  KYUSYU ISLAND,31.001,128.873,,
